Gene,Entrez ID,noagg_ripple,ripple_lag,lag_tag,tag_tip,tip_slug,slug_Mhat,Mhat_cul,cul_FB,merged_milestones,Regulon cluster,tgr_disagg_gene,dediff,Parikh_cell-type,Maeda_cell-type,Maeda_detailed cell-type,cAMP-pulse induced,chemotaxis,hssA/2C/7E family,57-aa protein family,sig and  sigN genes,gtaG dependent short protein,All_transcriptional regulation and chromatin organization 
string,string,noagg_ripple_down noagg_ripple_up,ripple_lag_down ripple_lag_up,lag_tag_down lag_tag_up,tag_tip_down tag_tip_up,discrete,discrete,Mhat_cul_down Mhat_cul_up,cul_FB_down cul_FB_up,Mhat_cul_down Mhat_cul_up cul_FB_down cul_FB_up lag_tag_down lag_tag_up lag_tag_upMhat_cul_down noagg_ripple_down noagg_ripple_downMhat_cul_up noagg_ripple_downcul_FB_up noagg_ripple_downlag_tag_up noagg_ripple_downslug_Mhat_up noagg_ripple_up noagg_ripple_uplag_tag_down ripple_lag_down ripple_lag_up ripple_lag_uptag_tip_down slug_Mhat_up slug_Mhat_upcul_FB_down tag_tip_down tag_tip_up tip_slug_up tip_slug_upMhat_cul_down,C1 C2 C3 C4 C5 C6 C7 C8 C9 C10 C11 C12 C13 C14 C15 C16 C17 C18 C19 C20 C21,6to8h 8to12h,discrete,Psp Pst,prespore prestalk,Late\ prestalk\ SSE634\ pattern Late\ prestalk\ SSG721\ pattern PstA PstAB\ SLA128\ pattern PstAB\ SLC388\ pattern PstAB\ SSB312\ pattern PstAB\ SSK348\ pattern PstAO\ SLE474\ pattern PstAO\ SSA854\ pattern PstAO\ SSH475\ pattern PstO\ SLG775\ pattern PstO\ SLH659\ pattern PstO\ SSM184\ pattern SLC388\ pattern prespore,discrete,discrete,highly\ similar\ to\ other\ hssA/2C/7E hssA/2C/7E\ family related\ to\ hssA weakly\ similar\ to hssA/2C/7E,small_57aa small_57aa\ like,SrfA-induced almost\ identical\ to\ sigN176 sigN\ genes,gtaG\ dependent gtaG\ dependent\ weakly,"TF\ (general,pol\ II) TF\ (general,pol\ II)\ chromatin\ modification TF\ (mediator) TF\ (pol\ I/pol\ III) TF\ (regulation) TF\ (regulation)\ \ histon\ modification TF\ (regulation)\ chromatin\ org chromatin chromatin\ centromere chromatin\ remodeling\ factor histone\ modification histone/histone\ variant"
meta,meta,,,,,,,,,,,,,,,,,,,,,,
DDB_G0271756,8618098,,,,,,,,cul_FB_up,cul_FB_up,C19,,,,,,,,weakly similar to hssA/2C/7E,,,gtaG dependent,
DDB_G0275817,8619997,,,,,,slug_Mhat_up,,,slug_Mhat_up,C16,,,,,,,,weakly similar to hssA/2C/7E,,,gtaG dependent,
DDB_G0275819,8619998,,,,,,slug_Mhat_up,,,slug_Mhat_up,C16,,,,,,,,weakly similar to hssA/2C/7E,,,gtaG dependent,
DDB_G0281509,8623115,,,,,,,,,,,,,,,,,,weakly similar to hssA/2C/7E,,,gtaG dependent,
DDB_G0272524,8618505,,,,,,slug_Mhat_up,,,slug_Mhat_up,,,,,,,,,,,SrfA-induced,gtaG dependent,
DDB_G0290071,8627470,,,,,,,,,,C17,,dediff,Psp,,,,,,,SrfA-induced,gtaG dependent,
DDB_G0286563,8625712,,,,,,,,,,C21,,,Psp,,,,,,,SrfA-induced,gtaG dependent,
DDB_G0289885,8627418,,,,,,,Mhat_cul_up,,Mhat_cul_up,,,,,,,,,,,SrfA-induced,gtaG dependent,
DDB_G0277921,8621344,,,,,,,,cul_FB_up,cul_FB_up,,,,,,,,,,,SrfA-induced,gtaG dependent,
DDB_G0273261,8618935,,,,,,,Mhat_cul_up,,Mhat_cul_up,C17,,,,,,,,,,SrfA-induced,gtaG dependent,
DDB_G0267474,8616258,,,,,,,,,,C17,,,,,,,,,,SrfA-induced,gtaG dependent,
DDB_G0275177,8619806,,,,,,,,,,,,,,,,,,,,SrfA-induced,gtaG dependent,
DDB_G0293364,8629193,,,,,,,,,,,,,,,,,,,,SrfA-induced,gtaG dependent,
DDB_G0283421,8624078,,,,tag_tip_up,,,,,tag_tip_up,C13,,,Pst,,,cAMP,,,small_57aa,,gtaG dependent,
DDB_G0286193,8625486,,,,tag_tip_up,,,,,tag_tip_up,C13,,,Pst,prestalk,PstAO SSH475 pattern,cAMP,,,small_57aa,,gtaG dependent,
DDB_G0281195,8622932,,,,,,,,,,C13,,,Pst,,,,,related to hssA,small_57aa like,,gtaG dependent,
DDB_G0281189,8622929,,,,,,,,,,C13,,,Pst,,,,,related to hssA,small_57aa like,,gtaG dependent,
DDB_G0280433,8622552,,,,,,slug_Mhat_up,,,slug_Mhat_up,C16,,,Pst,,,,,,small_57aa like,,gtaG dependent,
DDB_G0281191,8622930,,,,tag_tip_up,,,,,tag_tip_up,C13,,,Pst,,,,,,small_57aa like,,gtaG dependent,
DDB_G0284283,8624530,,,,tag_tip_up,,,,,tag_tip_up,C13,,,Pst,,,,,,small_57aa like,,gtaG dependent,
DDB_G0281197,8622933,,,,,,,,,,C13,,,Pst,,,,,,small_57aa like,,gtaG dependent,
DDB_G0271896,8618217,,,,,,,,,,,,,Pst,,,,,weakly similar to hssA/2C/7E,,sigN genes,gtaG dependent,
DDB_G0271920,8618210,,,,,,,,cul_FB_up,cul_FB_up,,,,,,,,,weakly similar to hssA/2C/7E,,sigN genes,gtaG dependent,
DDB_G0274343,8619354,,,,,,,,,,C19,,,,,,,,weakly similar to hssA/2C/7E,,sigN genes,gtaG dependent,
DDB_G0269390,8616869,,,,,,,,,,C17,,,,,,,,weakly similar to hssA/2C/7E,,sigN genes,gtaG dependent,
DDB_G0288185,8626494,,,,,,,Mhat_cul_up,,Mhat_cul_up,C20,,,,,,,,hssA/2C/7E family,,sigN genes,gtaG dependent,
DDB_G0286685,8625761,,,,,,,,,,C9,,,,,,,,,,sigN genes,gtaG dependent,
DDB_G0279125,8621881,,,,,,slug_Mhat_up,,,slug_Mhat_up,C16,,,,,,,,,,sigN genes,gtaG dependent,
DDB_G0277739,8621183,,,,,,,,,,C13,,,Pst,,,,,hssA/2C/7E family,,,gtaG dependent,
DDB_G0268174,8616422,,,,,,,,,,C13,,,Pst,,,,,hssA/2C/7E family,,,gtaG dependent,
DDB_G0281001,8622814,,,,,,,,,,C13,,,Pst,,,,,hssA/2C/7E family,,,gtaG dependent,
DDB_G0293360,8629181,,,,,,,,,,C13,,,Pst,prestalk,PstAO SSA854 pattern,,,hssA/2C/7E family,,,gtaG dependent,
DDB_G0275051,8619874,,,,,,,Mhat_cul_up,,Mhat_cul_up,,,,Psp,,,,,hssA/2C/7E family,,,gtaG dependent,
DDB_G0276063,8620370,,,,,,,,,,C20,,,,,,,,hssA/2C/7E family,,,gtaG dependent,
DDB_G0275807,8620000,,,,,,,,,,C20,,,,,,,,hssA/2C/7E family,,,gtaG dependent,
DDB_G0281015,8622821,,,,,tip_slug_up,,Mhat_cul_down,,tip_slug_upMhat_cul_down,C14,,,,,,,,hssA/2C/7E family,,,gtaG dependent,
DDB_G0281005,8622816,,,,,,,,,,C14,,,,,,,,hssA/2C/7E family,,,gtaG dependent,
DDB_G0268458,8616423,,,,tag_tip_up,,,,,tag_tip_up,C13,,,,,,,,hssA/2C/7E family,,,gtaG dependent,
DDB_G0268400,8616238,,,,tag_tip_up,,,,,tag_tip_up,C13,,,,,,,,hssA/2C/7E family,,,gtaG dependent,
DDB_G0277741,8621184,,,,,,,,,,C13,,,,,,,,hssA/2C/7E family,,,gtaG dependent,
DDB_G0268398,8616237,,,,,,,,,,,,,,,,,,hssA/2C/7E family,,,gtaG dependent,
DDB_G0267936,8616239,,,,,,,,,,,,,,,,,,hssA/2C/7E family,,,gtaG dependent,
DDB_G0283493,8624056,,,,,,,,,,C13,,,Pst,,,,,,small_57aa like,almost identical to sigN176,gtaG dependent,
DDB_G0282551,8623655,,,lag_tag_up,,,,,,lag_tag_up,,,,,,,,,weakly similar to hssA/2C/7E,,,gtaG dependent weakly,
DDB_G0283519,8624088,,,,,,,,,,C13,,,Pst,,,,,,small_57aa,,gtaG dependent weakly,
DDB_G0283515,8624086,,,,,,,,,,C13,,,Pst,prestalk,PstAO SSH475 pattern,,,,small_57aa,,gtaG dependent weakly,
DDB_G0272658,8618681,,,lag_tag_up,,,,,,lag_tag_up,C9,,,Pst,,,cAMP,,,,sigN genes,gtaG dependent weakly,
DDB_G0272656,8618680,,,,,,,,,,C9,,,Pst,,,cAMP,,,,sigN genes,gtaG dependent weakly,
DDB_G0286505,8625648,,,,,,slug_Mhat_up,,,slug_Mhat_up,,,dediff,,,,,,,,,,
DDB_G0283817,8624284,,,,,,slug_Mhat_up,,,slug_Mhat_up,,,dediff,,,,,,,,,,
DDB_G0274121,8619342,,,,,,slug_Mhat_up,,,slug_Mhat_up,,,dediff,,,,,,,,,,
DDB_G0280881,8622765,,,,,,slug_Mhat_up,,,slug_Mhat_up,,,dediff,,,,,,,,,,
DDB_G0277271,8620989,,,,,,slug_Mhat_up,,,slug_Mhat_up,,,dediff,,,,,,,,,,
DDB_G0269206,8617618,,ripple_lag_up,,,,,,,ripple_lag_up,,,dediff,,,,,,,,,,
DDB_G0274669,8619550,noagg_ripple_down,,,,,slug_Mhat_up,,,noagg_ripple_downslug_Mhat_up,,,dediff,,,,,,,,,,
DDB_G0271242,8617903,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0279921,8622318,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0272781,8618643,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0288493,8626655,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0274465,8619585,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0291332,8628092,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0281071,8622851,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0285351,8625065,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0279851,8622262,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0290659,8627727,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0275721,8620169,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0279095,8621869,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0295807,8618190,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0283921,8624329,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0270946,8617234,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0280483,8622582,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0284811,8624789,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0272632,8618691,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0290441,8627675,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0275501,8620184,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0277745,8621190,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0285595,8625195,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0293850,8629459,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0284547,8624606,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0284549,8624610,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0286761,8625804,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0267486,8615877,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0278265,8621457,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0276115,8620302,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0274223,8619673,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0267766,8616098,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0267768,8616099,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0281239,8622963,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,,,,,,,,,,
DDB_G0284631,8624692,noagg_ripple_down,,,,,,,cul_FB_up,noagg_ripple_downcul_FB_up,,,dediff,,,,,,,,,,
DDB_G0268718,8616581,,,,,,,,cul_FB_up,cul_FB_up,,,dediff,,,,,,,,,,
DDB_G0282435,8623575,,,,,,,,cul_FB_up,cul_FB_up,,,dediff,,,,,,,,,,
DDB_G0287563,8626194,,,,,,,,cul_FB_up,cul_FB_up,,,dediff,,,,,,,,,,
DDB_G0279809,8622235,,,,,,,,cul_FB_up,cul_FB_up,,,dediff,,,,,,,,,,
DDB_G0283947,8624345,,,,,,,,cul_FB_up,cul_FB_up,,,dediff,,,,,,,,,,
DDB_G0284209,8624476,,,,,,,,cul_FB_up,cul_FB_up,,,dediff,,,,,,,,,,
DDB_G0289283,8627073,noagg_ripple_down,,,,,,,,noagg_ripple_down,C4,,dediff,,,,,,,,,,
DDB_G0280401,8622540,noagg_ripple_down,,,,,,,,noagg_ripple_down,C2,,dediff,,,,,,,,,,
DDB_G0285289,8625033,,,,,,,,cul_FB_up,cul_FB_up,C21,,dediff,,,,,,,,,,
DDB_G0275571,8619989,,,,,,,,,,C21,,dediff,,,,,,,,,,
DDB_G0274407,8619650,,,,,,,,,,C2,,dediff,,,,,,,,,,
DDB_G0292462,8628698,,,,,,,,cul_FB_up,cul_FB_up,C18,,dediff,,,,,,,,,,
DDB_G0293460,8629237,noagg_ripple_down,,,,,,,,noagg_ripple_down,,8to12h,dediff,,,,,,,,,,
DDB_G0287889,8626328,noagg_ripple_down,,,,,,,,noagg_ripple_down,,8to12h,dediff,,,,,,,,,,
DDB_G0270482,8616829,noagg_ripple_down,,,,,,,,noagg_ripple_down,,8to12h,dediff,,,,,,,,,,
DDB_G0268630,8616702,,,,,,,,cul_FB_up,cul_FB_up,,8to12h,dediff,,,,,,,,,,
DDB_G0286399,8625592,noagg_ripple_down,,,,,,,,noagg_ripple_down,C1,8to12h,dediff,,,,,,,,,,
DDB_G0270156,8617554,,,,,,,,,,C1,8to12h,dediff,,,,,,,,,,
DDB_G0281711,8623207,,,,,,,,,,C1,8to12h,dediff,,,,,,,,,,
DDB_G0269972,8617399,,,,,,,,,,C1,8to12h,dediff,,,,,,,,,,
DDB_G0282623,8623698,,,,,,,,,,C1,8to12h,dediff,,,,,,,,,,
DDB_G0279013,8621829,,,,,,,,,,C1,8to12h,dediff,,,,,,,,,,
DDB_G0275141,8619765,,,,,,,,,,C1,8to12h,dediff,,,,,,,,,,
DDB_G0287147,8625978,,,,,,,,,,C1,8to12h,dediff,,,,,,,,,,
DDB_G0287937,8626376,,,,,,,,,,C1,8to12h,dediff,,,,,,,,,,
DDB_G0281685,8623185,,,,,,,,,,C1,8to12h,dediff,,,,,,,,,,
DDB_G0276411,8620508,,,,,,,,,,C1,8to12h,dediff,,,,,,,,,,
DDB_G0287891,8626329,,,,,,,,,,C1,8to12h,dediff,,,,,,,,,,
DDB_G0293560,8629292,,,,,,,,,,C1,8to12h,dediff,,,,,,,,,,
DDB_G0276283,8620427,,,,,,,,,,C1,8to12h,dediff,,,,,,,,,,
DDB_G0277019,8620696,,,,,,,,,,C1,8to12h,dediff,,,,,,,,,,
DDB_G0271240,8617904,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0290181,8627520,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0280843,8621793,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0284621,8624685,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0302676,8622339,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0270958,8617247,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0281841,8623265,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0288565,8626690,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0285709,8625275,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0276121,8620297,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0285543,8625163,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0284383,8624569,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0278925,8621786,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0292138,8628534,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0270850,8616814,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0277337,8620935,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0276335,8620470,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0269642,8617088,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0281933,8623323,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0270396,8617735,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0270642,8617245,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0277455,8621072,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0286941,8625876,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0289415,8627131,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0267670,8616011,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0279321,8621989,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0268824,8616686,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0284817,8624794,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0282965,8623853,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0275509,8620188,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0269344,8616833,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0268898,8616740,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0276815,8620769,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0292108,8628514,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0288659,8626736,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0280463,8622571,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0271638,8618037,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0275637,8620203,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0291444,8628159,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0293622,8629346,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0283581,8624158,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0269860,8617307,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0270496,8616857,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0275073,8619833,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0279237,8621943,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0283635,8624167,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0280567,8622612,,,,,,,,,,,8to12h,dediff,,,,,,,,,,
DDB_G0289815,8627348,,,,,,,,,,C4,6to8h,dediff,,,,,,,,,,
DDB_G0282475,8623599,,,,,,,,,,,6to8h,dediff,,,,,,,,,,
DDB_G0287753,8626284,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0276563,8620542,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0290537,8627708,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0284755,8624756,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0268784,8616655,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0279627,8622137,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0270182,8617575,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0280153,8622406,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0293872,8629462,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0283445,8624103,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0284669,8624717,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0276731,8620664,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0270318,8617679,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0282527,8623635,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0280579,8622618,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0280267,8622474,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0278195,8621405,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0273417,8618960,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0289823,8627343,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0277079,8620804,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0292574,8628748,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0288333,8626570,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0292806,8628948,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0276449,8620558,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0268496,8616017,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0267850,8616165,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0293294,8629105,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0349138,?,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0289355,8627095,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0278231,8621432,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0268252,8616497,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0279683,8622173,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0273217,8618883,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0274485,8619561,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0270174,8617570,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0270178,8617573,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0289769,8627323,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0290479,8627706,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0276189,8620345,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0287461,8626136,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0267980,8616270,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0282767,8623616,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0271344,8617822,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0288985,8626902,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0293500,8629257,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0274705,8619460,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0286801,8625715,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0277157,8620990,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0277155,8620991,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0279547,8622101,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0270738,8617546,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0272646,8618703,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0282077,8623369,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0278275,8621464,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0283701,8624219,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0283703,8624220,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0274959,8619655,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0283281,8624006,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0279601,8622090,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0271292,8617862,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0273295,8618848,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0274405,8619651,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0278857,8621741,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0288055,8626397,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0277081,8620805,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0287227,8626018,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0292038,8628460,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0278999,8621823,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0272684,8618582,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0272686,8618581,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0286199,8625489,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0285741,8625113,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0275647,8620117,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0280041,8622401,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0285357,8625072,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0288341,8626574,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0278039,8621297,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0269218,8617302,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0273339,8618828,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0291452,8628164,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0279069,8621836,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0293576,8629301,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0283783,8624256,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0282389,8623544,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0276745,8620655,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0290307,8627598,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0288501,8626657,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0267880,8616191,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0282339,8623528,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0276291,8620414,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0271546,8618047,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0270540,8616957,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0292286,8628591,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0268518,8616100,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0282387,8623543,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0287741,8626276,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0285489,8625132,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0275895,8620147,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0289593,8627215,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0272710,8618551,,,,,,,,,,,,dediff,,,,,,,,,,
DDB_G0271892,8618214,,,,,,,,,,,,dediff,,,,,,,,,,
