row_IDs,X,b_0,b_1,b_2,b_3,d_0,d_1,d_2,d_3,AveExpr,F,P.Value,adj.P.Val,Regulation
DDB_G0288723,DDB_G0288723,1.73E-05,-2.85E-05,0.000845756,0.001338963,-3.47E-06,3.88E-05,-0.000840768,-0.001331054,0.002327581,45.00120586,6.44E-12,8.26E-10,Downregulated
DDB_G0286053,DDB_G0286053,0.001343176,-0.001422123,0.005949432,0.007643693,-6.98E-06,0.001616984,-0.006185802,-0.00863098,0.002298999,44.93923867,6.55E-12,8.32E-10,Downregulated
DDB_G0285753,DDB_G0285753,-0.000572933,-0.01277218,0.017992291,0.02217483,0.00086601,0.012718276,-0.018558696,-0.022231587,0.000148742,44.80964291,6.78E-12,8.53E-10,Downregulated
DDB_G0277271,DDB_G0277271,4.39E-06,1.12E-05,0.000658834,0.000838121,1.17E-05,4.46E-05,-0.00060383,-0.000812614,0.00018052,44.66807865,7.05E-12,8.70E-10,Downregulated
DDB_G0279591,DDB_G0279591,0.016265694,0.005071622,-0.000683471,0.035788895,0.001871127,0.00430897,-0.024895197,-0.032087308,0.013978592,44.70233867,6.99E-12,8.70E-10,Downregulated
DDB_G0276941,DDB_G0276941,-1.95E-06,-0.000107469,0.000246372,0.000295992,1.39E-05,0.000117781,-0.000245494,-0.000298412,0.082828797,44.5850275,7.21E-12,8.81E-10,Downregulated
DDB_G0268214,DDB_G0268214,0.017420314,0.186610214,0.317235246,0.608975494,-0.017351752,-0.185945398,-0.316537287,-0.608918913,0.001995578,43.9994652,8.47E-12,1.02E-09,Downregulated
DDB_G0270768,DDB_G0270768,0.000186151,0.00164618,0.009302281,0.015147558,-0.00016133,-0.001635059,-0.009303567,-0.015150092,4.48E-05,43.85306163,8.82E-12,1.06E-09,Downregulated
DDB_G0274751,DDB_G0274751,1.08E-05,-0.000156659,0.000314225,0.000422706,3.90E-06,0.000161799,-0.000313716,-0.000427096,0.004044644,43.39394766,1.00E-11,1.19E-09,Downregulated
DDB_G0286309,DDB_G0286309,0.001034022,-0.000864459,-0.000999603,-0.000761963,-0.000750976,0.000646406,0.000834496,0.000567576,0.004910515,43.3083797,1.03E-11,1.20E-09,Downregulated
DDB_G0349153,DDB_G0349153,0.000616018,0.009745,0.015935913,0.027598044,-0.000612487,-0.009672375,-0.015797121,-0.027566881,0.000375526,43.28567494,1.03E-11,1.20E-09,Downregulated
DDB_G0272438,DDB_G0272438,-0.001716229,-0.027477077,0.040203186,0.048638536,0.001784148,0.027539668,-0.040267795,-0.048634715,3.63E-05,43.14410803,1.07E-11,1.24E-09,Downregulated
DDB_G0280873,DDB_G0280873,-0.001810133,-0.03079785,0.06146047,0.080774612,0.001839906,0.030841899,-0.061479659,-0.080784543,0.008683943,43.06903534,1.10E-11,1.26E-09,Downregulated
DDB_G0288419,DDB_G0288419,0.002329738,0.071333671,0.120506251,0.175111671,-0.004881451,-0.0739437,-0.100667132,-0.181893175,0.030617499,42.96001967,1.13E-11,1.28E-09,Downregulated
DDB_G0282667,DDB_G0282667,-0.000687514,-0.013904677,0.044106293,0.062255334,0.000699526,0.013978584,-0.044040994,-0.062277629,4.54E-05,42.93888844,1.14E-11,1.28E-09,Downregulated
DDB_G0280931,DDB_G0280931,6.75E-05,0.005228623,0.004542186,0.00542337,-0.000135594,-0.004935203,-0.003537273,-0.005476585,0.00712774,42.858331,1.16E-11,1.30E-09,Downregulated
DDB_G0292826,DDB_G0292826,1.77E-05,-0.000241394,0.001257826,0.00182593,1.12E-05,0.00026609,-0.00124653,-0.001828985,5.13E-05,42.8020998,1.18E-11,1.31E-09,Downregulated
DDB_G0274617,DDB_G0274617,0.000886186,0.026834176,0.010528702,0.018093449,-0.000863919,-0.02545663,-0.009446128,-0.016918787,0.001382278,42.53291461,1.28E-11,1.40E-09,Downregulated
DDB_G0293010,DDB_G0293010,-1.22E-05,-0.001159554,0.003709099,0.005054563,7.01E-05,0.00113773,-0.003646766,-0.005056636,0.004517205,42.45418805,1.31E-11,1.42E-09,Downregulated
DDB_G0285259,DDB_G0285259,0.000105234,0.001071333,0.002214577,0.00405073,-9.68E-05,-0.001062125,-0.002187354,-0.004040026,0.000250776,42.37939362,1.33E-11,1.44E-09,Downregulated
DDB_G0277581,DDB_G0277581,-7.90E-06,-0.000296505,0.000486567,0.000584084,2.19E-05,0.000308247,-0.000487797,-0.000580296,7.48E-05,42.07343214,1.46E-11,1.56E-09,Downregulated
DDB_G0290317,DDB_G0290317,-0.00126977,-0.028122075,0.089210787,0.127245172,0.001290889,0.028286207,-0.089158851,-0.127254161,0.000656835,41.89558583,1.53E-11,1.62E-09,Downregulated
DDB_G0269078,DDB_G0269078,5.71E-05,0.001175229,0.001153615,0.001914613,-4.34E-05,-0.001143156,-0.001136582,-0.001899525,0.000561585,41.61439734,1.66E-11,1.75E-09,Downregulated
DDB_G0280871,DDB_G0280871,0.000127493,0.002168236,0.003121591,0.00530715,-0.000113679,-0.002143412,-0.003064692,-0.005273313,0.01447744,41.14213203,1.90E-11,1.97E-09,Downregulated
DDB_G0269648,DDB_G0269648,2.76E-06,-4.53E-05,0.000203178,0.000223118,1.01E-05,4.91E-05,-0.000187215,-0.000224545,0.000824706,41.15701855,1.90E-11,1.97E-09,Downregulated
DDB_G0288363,DDB_G0288363,0.000864878,0.007998636,0.005163388,0.005054127,-9.18E-05,-0.007333154,-0.003677042,-0.005210489,0.000337716,40.87947695,2.06E-11,2.11E-09,Downregulated
DDB_G0276333,DDB_G0276333,1.73E-05,0.000205844,0.000106702,0.000195313,-6.85E-06,-0.000193901,-9.35E-05,-0.000188434,0.002594009,40.65950684,2.19E-11,2.23E-09,Downregulated
DDB_G0281083,DDB_G0281083,0.000288142,0.002471094,0.005569425,0.010317863,-0.000262442,-0.002448882,-0.005540663,-0.010330457,0.001406509,40.57500578,2.25E-11,2.27E-09,Downregulated
DDB_G0288709,DDB_G0288709,0.000597005,0.019187957,0.013662463,0.019472924,-0.000772241,-0.016037824,-0.009805252,-0.018519014,6.10E-05,40.29428166,2.44E-11,2.43E-09,Downregulated
DDB_G0292436,DDB_G0292436,0.002282332,0.06826158,0.019878304,0.033529519,-0.002467463,-0.058849155,-0.014609227,-0.03326019,0.004936156,40.31098726,2.43E-11,2.43E-09,Downregulated
DDB_G0271162,DDB_G0271162,0.000280379,0.002240835,0.008799916,0.015410215,-0.00027069,-0.002212365,-0.008763393,-0.015391527,0.010838503,40.16219007,2.54E-11,2.50E-09,Downregulated
DDB_G0272420,DDB_G0272420,5.82E-05,0.000986971,0.002617325,0.002922637,-9.26E-05,-0.000890689,-0.001866761,-0.003195952,0.001995029,40.15067517,2.55E-11,2.50E-09,Downregulated
